Student_ID,CGPA,Bachelors_Degree,Skills,Languages,Job_Experience,Duration_of_Internship_or_Job,Extra_Curricular,Research_Paper
5082,2.32,Software Engineering,"Web Development, Data Structures & Algorithms (DSA), PostgreSQL, Machine Learning, Artificial Intelligence",C,Research Assistant,18 months,"Coding Club, Debating Society, Sports Club",No
5083,2.64,Electrical Engineering,"Machine Learning, Data Structures & Algorithms (DSA), Cloud Computing, Web Development, Artificial Intelligence",JavaScript,Systems Engineer,9 months,"Volunteering, Debating Society",Yes
5084,2.25,Chemical Engineering,"DevOps, Computer Networks",Java,Research Assistant,4 months,Music Club,No
5085,3.61,Robotics,"Data Structures & Algorithms (DSA), Web Development, DevOps","Ruby, JavaScript",Network Engineer,23 months,"Debating Society, Art Club",Yes
5086,2.07,Mechanical Engineering,"Data Structures & Algorithms (DSA), DevOps, Cloud Computing","R, C++",Hardware Engineer,22 months,"Debating Society, Student Government, Art Club",No
5087,2.5,Robotics,"Data Structures & Algorithms (DSA), SQL, Computer Networks, Artificial Intelligence, Cloud Computing","C, Ruby, Java",Software Developer,21 months,"Music Club, Coding Club, Debating Society",Yes
5088,2.33,Civil Engineering,"SQL, Cloud Computing, Web Development",Ruby,Software Developer,6 months,"Art Club, Volunteering, Music Club",Yes
5089,2.22,Computer Engineering,"Artificial Intelligence, SQL, Cloud Computing, Web Development","C++, Java",Network Engineer,3 months,Music Club,No
5090,2.57,Mechanical Engineering,"Operating Systems, Computer Networks",Ruby,Software Developer,21 months,"Coding Club, Student Government, Debating Society",No
5091,2.89,Electrical Engineering,"Artificial Intelligence, SQL","C, R",Hardware Engineer,12 months,"Art Club, Volunteering, Debating Society",Yes
5092,3.54,Mechanical Engineering,"Machine Learning, Artificial Intelligence, Computer Networks, Data Structures & Algorithms (DSA)","R, Java",Hardware Engineer,6 months,Music Club,Yes
5093,2.58,Chemical Engineering,"Data Structures & Algorithms (DSA), Operating Systems, DevOps, SQL",C,Research Assistant,4 months,"Volunteering, Sports Club, Debating Society",No
5094,2.52,Robotics,"PostgreSQL, DevOps, SQL","C++, R, Python",Hardware Engineer,24 months,"Debating Society, Sports Club",No
5095,3.03,Civil Engineering,"Operating Systems, PostgreSQL, SQL, Computer Networks","Python, C++, Java",Research Assistant,13 months,"Debating Society, Music Club, Sports Club",No
5096,2.49,Data Science,"SQL, Artificial Intelligence, Computer Networks","R, C++, Python",Hardware Engineer,15 months,"Student Government, Music Club, Volunteering",No
5097,3.89,Chemical Engineering,"DevOps, Cloud Computing, Operating Systems, Data Structures & Algorithms (DSA), SQL",R,Data Analyst,9 months,"Student Government, Debating Society, Volunteering",Yes
5098,2.53,Civil Engineering,"Data Structures & Algorithms (DSA), Artificial Intelligence, Web Development, Computer Networks, Machine Learning","C, JavaScript",Research Assistant,24 months,"Volunteering, Student Government, Art Club",No
5099,3.25,Electrical Engineering,"Cloud Computing, Data Structures & Algorithms (DSA)","Python, C++",Research Assistant,12 months,"Sports Club, Coding Club",Yes
5100,3.31,Robotics,"Operating Systems, Machine Learning",Ruby,Data Analyst,11 months,"Sports Club, Student Government, Coding Club",No
5101,2.81,Civil Engineering,"Machine Learning, SQL, Data Structures & Algorithms (DSA)",Python,Hardware Engineer,3 months,"Student Government, Sports Club, Art Club",No
5102,3.95,Artificial Intelligence,"Cloud Computing, Computer Networks, Artificial Intelligence","JavaScript, Java",Research Assistant,24 months,"Volunteering, Music Club",No
5103,2.71,Mechanical Engineering,"Web Development, Cloud Computing, Machine Learning, Operating Systems",C++,Network Engineer,23 months,"Music Club, Coding Club, Sports Club",Yes
5104,2.96,Chemical Engineering,"Cloud Computing, Operating Systems, Web Development, Artificial Intelligence, SQL",C,Network Engineer,20 months,"Art Club, Music Club, Volunteering",Yes
5105,3.8,Information Technology,"DevOps, Web Development","Ruby, Python, C++",Hardware Engineer,23 months,Coding Club,No
5106,3.6,Artificial Intelligence,"Operating Systems, PostgreSQL, Machine Learning",R,Data Analyst,21 months,"Coding Club, Student Government, Sports Club",Yes
5107,3.16,Mechanical Engineering,"Web Development, Artificial Intelligence","C, Python",Network Engineer,18 months,"Sports Club, Student Government",Yes
5108,2.95,Robotics,"Artificial Intelligence, SQL","Java, C++",Hardware Engineer,14 months,"Debating Society, Art Club, Student Government",No
5109,2.43,Civil Engineering,"Cloud Computing, Machine Learning, Operating Systems, DevOps, Artificial Intelligence","R, C++",Hardware Engineer,9 months,"Coding Club, Debating Society, Student Government",No
5110,3.5,Chemical Engineering,"Computer Networks, DevOps, Cloud Computing, Artificial Intelligence, Web Development",Java,Research Assistant,13 months,Coding Club,No
5111,2.7,Computer Engineering,"PostgreSQL, Web Development, Artificial Intelligence","C, Python, Java",Systems Engineer,7 months,"Student Government, Coding Club",No
5112,2.24,Robotics,"Machine Learning, PostgreSQL, Computer Networks, Cloud Computing, Data Structures & Algorithms (DSA)","Ruby, JavaScript",Software Developer,18 months,"Volunteering, Debating Society, Coding Club",Yes
5113,3.09,Chemical Engineering,"Machine Learning, Data Structures & Algorithms (DSA), PostgreSQL","Java, C++, R",Hardware Engineer,8 months,"Music Club, Art Club, Volunteering",Yes
5114,3.63,Robotics,"Computer Networks, Operating Systems","R, Ruby, Java",Software Developer,16 months,"Coding Club, Debating Society",Yes
5115,2.32,Software Engineering,"Machine Learning, Data Structures & Algorithms (DSA), Operating Systems","Java, C, Python",Research Assistant,7 months,"Debating Society, Music Club, Volunteering",Yes
5116,2.83,Mechanical Engineering,"Artificial Intelligence, Operating Systems","Java, JavaScript, Python",Network Engineer,3 months,"Volunteering, Debating Society",Yes
5117,3.36,Civil Engineering,"Cloud Computing, SQL","JavaScript, Ruby, Python",Hardware Engineer,15 months,Debating Society,Yes
5118,3.36,Information Technology,"Artificial Intelligence, Cloud Computing, Web Development, Machine Learning","C, Ruby, R",Research Assistant,21 months,"Art Club, Volunteering, Student Government",Yes
5119,2.74,Civil Engineering,"PostgreSQL, Machine Learning, Web Development","Ruby, R, C",Data Analyst,11 months,"Music Club, Student Government",Yes
5120,2.26,Computer Engineering,"Data Structures & Algorithms (DSA), Operating Systems, Computer Networks","Java, Python",Hardware Engineer,4 months,Sports Club,Yes
5121,3.09,Software Engineering,"Computer Networks, Web Development, Artificial Intelligence, Data Structures & Algorithms (DSA), SQL","Ruby, R",Research Assistant,4 months,"Coding Club, Music Club",Yes
5122,2.65,Mechanical Engineering,"Web Development, Artificial Intelligence","C, JavaScript",Network Engineer,3 months,Debating Society,Yes
5123,2.09,Artificial Intelligence,"Computer Networks, Machine Learning, DevOps, Cloud Computing, Operating Systems","Java, C++",Hardware Engineer,21 months,"Debating Society, Music Club",No
5124,2.62,Chemical Engineering,"SQL, Machine Learning","JavaScript, C++, Ruby",Hardware Engineer,16 months,"Debating Society, Music Club",Yes
5125,2.58,Civil Engineering,"Machine Learning, Web Development","R, C++, C",Systems Engineer,10 months,"Art Club, Student Government, Coding Club",No
5126,3.0,Civil Engineering,"Machine Learning, SQL, Computer Networks","Java, C",Systems Engineer,16 months,"Student Government, Debating Society",Yes
5127,3.76,Information Technology,"Operating Systems, Data Structures & Algorithms (DSA), Computer Networks","C, C++, Java",Hardware Engineer,14 months,Sports Club,Yes
5128,2.49,Civil Engineering,"Cloud Computing, Data Structures & Algorithms (DSA), Operating Systems","Java, JavaScript",Research Assistant,4 months,"Coding Club, Student Government, Art Club",Yes
5129,3.28,Artificial Intelligence,"Web Development, SQL, Cloud Computing, DevOps","C++, R, Python",Software Developer,22 months,"Sports Club, Debating Society, Student Government",No
5130,2.74,Data Science,"DevOps, Data Structures & Algorithms (DSA), Machine Learning, SQL","Ruby, JavaScript, C",Software Developer,17 months,Art Club,Yes
5131,2.0,Software Engineering,"Cloud Computing, SQL, PostgreSQL",Ruby,Research Assistant,18 months,"Art Club, Student Government, Music Club",Yes
5132,2.75,Computer Engineering,"PostgreSQL, DevOps, Data Structures & Algorithms (DSA), Web Development","C, Ruby",Research Assistant,16 months,"Sports Club, Music Club",Yes
5133,2.18,Civil Engineering,"Artificial Intelligence, Web Development, Cloud Computing",Java,Network Engineer,10 months,"Volunteering, Music Club",Yes
5134,3.0,Mechanical Engineering,"SQL, Artificial Intelligence, Data Structures & Algorithms (DSA), DevOps","Python, Ruby",Software Developer,16 months,"Sports Club, Art Club",Yes
5135,3.34,Robotics,"Artificial Intelligence, Data Structures & Algorithms (DSA)","C++, R, C",Software Developer,24 months,Art Club,Yes
5136,2.06,Artificial Intelligence,"DevOps, Operating Systems, PostgreSQL","Java, R",Data Analyst,19 months,"Volunteering, Coding Club, Student Government",Yes
5137,2.47,Mechanical Engineering,"Data Structures & Algorithms (DSA), PostgreSQL, Artificial Intelligence, Cloud Computing, Web Development","Python, Java",Data Analyst,22 months,Coding Club,Yes
5138,3.54,Artificial Intelligence,"Cloud Computing, Machine Learning, Data Structures & Algorithms (DSA), PostgreSQL","JavaScript, Ruby, Python",Software Developer,18 months,"Sports Club, Volunteering, Coding Club",Yes
5139,3.66,Electrical Engineering,"Data Structures & Algorithms (DSA), Machine Learning, PostgreSQL, Cloud Computing","Python, Ruby, C",Systems Engineer,4 months,Coding Club,No
5140,2.37,Data Science,"Cloud Computing, DevOps","Python, C, Java",Data Analyst,18 months,Coding Club,No
5141,3.64,Civil Engineering,"Artificial Intelligence, Machine Learning","R, Java, JavaScript",Research Assistant,23 months,Student Government,Yes
5142,2.65,Electrical Engineering,"DevOps, SQL, Computer Networks","JavaScript, R, Ruby",Hardware Engineer,17 months,"Music Club, Debating Society",No
5143,2.35,Mechanical Engineering,"Artificial Intelligence, DevOps","Java, JavaScript, R",Data Analyst,6 months,"Coding Club, Student Government",Yes
5144,3.18,Software Engineering,"PostgreSQL, DevOps","C, Ruby, Java",Systems Engineer,5 months,"Coding Club, Music Club, Debating Society",No
5145,3.19,Mechanical Engineering,"Computer Networks, Web Development","C, Python, Ruby",Systems Engineer,15 months,Volunteering,Yes
5146,3.22,Computer Engineering,"SQL, Computer Networks, PostgreSQL, Artificial Intelligence, Data Structures & Algorithms (DSA)","Ruby, C, Java",Software Developer,21 months,"Sports Club, Debating Society, Volunteering",Yes
5147,2.98,Electrical Engineering,"Web Development, PostgreSQL","Python, C, R",Network Engineer,19 months,"Sports Club, Volunteering",No
5148,2.68,Chemical Engineering,"Artificial Intelligence, Computer Networks, DevOps","C, R, C++",Systems Engineer,18 months,Coding Club,Yes
5149,3.89,Artificial Intelligence,"Data Structures & Algorithms (DSA), Operating Systems, Computer Networks, DevOps","C++, R",Software Developer,3 months,"Sports Club, Debating Society",No
5150,3.95,Data Science,"PostgreSQL, Data Structures & Algorithms (DSA), DevOps",C++,Data Analyst,14 months,"Music Club, Sports Club, Student Government",No
5151,2.76,Software Engineering,"SQL, Cloud Computing, Data Structures & Algorithms (DSA), Operating Systems, Artificial Intelligence","C++, JavaScript, R",Data Analyst,8 months,"Student Government, Coding Club, Sports Club",No
5152,3.34,Computer Engineering,"SQL, Data Structures & Algorithms (DSA), Web Development, Machine Learning, Operating Systems","R, JavaScript",Data Analyst,7 months,"Sports Club, Volunteering, Music Club",Yes
5153,3.97,Software Engineering,"DevOps, Computer Networks, Web Development, SQL",R,Software Developer,7 months,Coding Club,No
5154,3.91,Electrical Engineering,"Artificial Intelligence, DevOps, Data Structures & Algorithms (DSA)","Java, C++, Python",Research Assistant,7 months,"Art Club, Coding Club",Yes
5155,3.05,Software Engineering,"PostgreSQL, DevOps, Data Structures & Algorithms (DSA)","Java, C++",Network Engineer,12 months,"Music Club, Sports Club, Student Government",No
5156,2.23,Mechanical Engineering,"PostgreSQL, Machine Learning","C, JavaScript",Network Engineer,22 months,Student Government,No
5157,3.84,Electrical Engineering,"Web Development, Data Structures & Algorithms (DSA), Cloud Computing, Artificial Intelligence, Operating Systems","Ruby, C",Network Engineer,9 months,"Debating Society, Student Government",Yes
5158,2.2,Civil Engineering,"SQL, Web Development",Python,Research Assistant,12 months,"Debating Society, Sports Club, Art Club",No
5159,2.72,Artificial Intelligence,"Artificial Intelligence, Machine Learning, Web Development","C++, Python, C",Hardware Engineer,20 months,Volunteering,Yes
5160,2.05,Electrical Engineering,"Artificial Intelligence, Operating Systems","R, JavaScript",Systems Engineer,6 months,"Sports Club, Student Government",No
5161,2.15,Artificial Intelligence,"Data Structures & Algorithms (DSA), Cloud Computing, DevOps",Java,Network Engineer,13 months,Volunteering,Yes
5162,3.0,Chemical Engineering,"Artificial Intelligence, Computer Networks, DevOps",JavaScript,Data Analyst,22 months,Volunteering,Yes
5163,3.28,Software Engineering,"Machine Learning, Cloud Computing, DevOps, Web Development, Artificial Intelligence","C++, C, Java",Systems Engineer,22 months,"Debating Society, Student Government, Art Club",No
5164,3.56,Civil Engineering,"Web Development, Data Structures & Algorithms (DSA), Artificial Intelligence","R, Python",Research Assistant,13 months,"Volunteering, Coding Club",No
5165,3.68,Electrical Engineering,"Operating Systems, DevOps, Data Structures & Algorithms (DSA), Artificial Intelligence","C++, JavaScript",Network Engineer,3 months,"Sports Club, Music Club",Yes
5166,3.82,Information Technology,"Cloud Computing, Computer Networks, Machine Learning, Operating Systems",JavaScript,Hardware Engineer,21 months,"Art Club, Music Club",Yes
5167,3.9,Artificial Intelligence,"Web Development, Data Structures & Algorithms (DSA), Machine Learning","Ruby, Java, C++",Hardware Engineer,4 months,Student Government,No
5168,2.97,Software Engineering,"Computer Networks, Web Development","Java, R",Systems Engineer,17 months,"Coding Club, Music Club, Debating Society",Yes
5169,2.39,Civil Engineering,"Cloud Computing, Artificial Intelligence, Operating Systems, SQL, PostgreSQL","JavaScript, R, Java",Hardware Engineer,10 months,Student Government,No
5170,3.33,Artificial Intelligence,"PostgreSQL, Computer Networks","Python, Java",Network Engineer,23 months,"Sports Club, Coding Club, Debating Society",No
